A1: Ladder,A2: PTREseq_DNA_UTR,B2: PTREseq_RNA_UTR,C2: ABAB_DNA_UTR,D2: ABAB_RNA_UTR,E2: PTREseq_DNA_FULL,F2: PTREseq_RNA_FULL,G2: ABAB_DNA_FULL,H2: ABAB_RNA_FULL
44.40957,15.92975,5.859734,74.64819,4.539249,10.67268,71.06361,35.03518,111.5552
41.45258,16.23772,6.238935,80.51028,5.087195,11.23524,85.15759,37.98881,126.1748
39.59654,16.09216,6.54549,85.77415,5.91632,11.82389,103.5959,41.82974,139.5173
38.85681,15.71749,7.295603,89.00504,6.402564,12.73637,125.2232,46.60758,151.5577
38.98579,15.54714,7.532995,90.14114,6.803493,13.67444,153.8049,52.49987,159.2841
39.95425,15.66597,7.621858,90.83952,6.899032,14.73863,189.1531,59.08971,163.7144
41.97705,16.08548,8.182386,97.29069,6.754394,15.89059,229.8172,67.171,165.9715
44.8996,16.93934,8.928183,104.9853,6.734084,17.13527,274.5208,75.98509,184.0185
48.5358,17.72011,9.720538,115.6285,7.075754,18.46719,314.3639,87.22284,236.4919
52.99289,17.99655,10.28229,127.8205,7.671929,20.13204,344.9271,100.4338,364.6362
57.71125,18.15321,10.95611,139.3479,8.244821,22.05947,360.9629,117.2663,629.6893
61.7419,18.54992,11.88384,150.6521,9.060935,24.84395,370.9452,137.8422,1041.53
64.69112,19.15029,12.541,164.146,9.676675,28.47425,380.8205,162.8662,1571.94
67.6217,19.69895,13.40462,183.6858,10.36766,32.43064,399.6816,190.4007,2135.345
70.69582,20.39086,14.24041,205.6663,11.45033,36.61708,425.3876,218.3766,2599.62
75.72894,21.31355,15.09825,232.5119,12.64845,41.45624,453.65,243.2593,2869.193
86.37406,22.55556,15.77783,261.1158,14.07199,47.06574,472.8202,262.8651,2869.376
108.4144,24.19541,16.48084,290.357,15.53736,53.51439,480.6192,276.8466,2616.089
153.4666,26.09204,17.43261,326.7742,17.22575,61.35415,480.4374,286.983,2201.414
252.5749,28.26121,18.78337,371.4294,18.95024,69.12337,468.3583,297.1525,1726.717
412.1848,29.96562,20.08256,438.3385,20.50224,75.3319,451.5835,325.3392,1286.212
625.2925,31.36,21.25627,524.1041,22.1016,78.58407,433.5592,395.542,919.0117
827.9019,33.12563,22.53186,632.7685,23.6383,79.23481,425.765,558.0054,647.1699
951.2999,34.93305,24.11975,770.1154,24.96985,78.19348,440.1814,880.3569,464.1719
969.7916,36.47753,26.04948,932.4338,26.36386,75.73676,492.4949,1469.729,341.5049
867.8955,38.38446,28.51085,1112.684,27.96455,77.22349,597.1184,2397.862,262.8555
706.4142,41.13484,31.36992,1302.12,29.74144,93.31126,733.9044,3606.621,225.9296
535.3674,43.95729,34.31939,1494.975,31.68478,128.6352,874.4348,4839.324,223.4521
411.7886,47.3978,36.98096,1649.589,34.04514,175.8771,988.9395,5703.04,242.2938
332.5848,50.48178,39.80921,1767.732,36.39497,223.6682,1043.619,5884.66,266.2761
274.5806,54.21624,42.60482,1858.106,39.7407,260.3121,1016.974,5372.441,278.2
233.3735,58.53115,46.15205,1906.196,44.80766,277.4069,915.0845,4336.79,267.8182
204.6715,63.44168,51.98536,1943.16,50.66127,277.4722,772.473,3131.49,233.0934
184.2707,68.37975,59.87396,1987.977,57.77329,280.1608,619.2988,2077.423,189.2571
171.1593,75.32668,69.27774,2204.74,66.9002,292.8589,479.8119,1373.4,152.371
164.5004,85.18347,79.83621,3049.041,78.46169,316.903,378.6327,957.1251,133.3002
164.095,99.81233,93.47216,5554.611,93.67632,339.0779,315.7765,712.2821,130.4898
169.3769,120.8502,111.3844,10555.88,112.3588,351.5784,282.195,562.3124,141.209
178.9721,147.2468,132.9859,18207.11,135.2539,345.6861,267.5561,483.5879,159.0441
193.4717,175.9503,158.9295,26384.01,159.0756,328.7661,268.8575,439.6547,179.0407
210.8857,202.1781,185.7259,32583.2,184.0899,309.8294,280.51,415.2172,198.9669
228.924,225.1153,209.4761,34113.54,207.7721,294.3972,297.1103,403.3479,216.0658
247.5461,244.215,228.9258,31280.12,228.5426,288.0276,316.0449,396.7641,229.5929
262.7264,259.1409,244.0111,25011.77,246.7458,289.8652,332.6456,394.477,236.7492
273.3513,271.222,255.4787,18056.09,260.5917,299.0652,342.3418,390.9743,240.7668
278.0511,280.5384,264.2702,12259.73,270.1606,312.2134,347.2812,383.3346,241.6337
282.2121,288.5367,269.1098,8435.271,274.5221,322.8924,347.4311,372.6273,239.1977
283.4052,291.9156,267.7933,6046.788,275.6837,333.3941,350.3471,359.3151,223.6172
282.6146,296.9409,262.8213,4711.606,285.8912,360.9897,387.4969,367.7483,204.8781
286.1098,329.5661,285.1878,4002.219,334.7726,481.6862,491.8291,463.5916,209.0713
347.1385,482.1676,398.75,3558.04,536.8199,794.7638,707.1324,737.5773,314.3094
575.6621,893.693,792.7344,3405.343,995.3394,1439.702,1169.478,1277.978,672.7586
1225.988,1687.772,1612.827,3538.797,1810.248,2468.428,1874.142,2199.972,1365.585
2399.956,2850.407,2807.829,3913.9,2925.121,3641.228,2817.093,3338.864,2415.321
3697.34,4025.602,3985.128,4433.883,4033.408,4614.784,3838.701,4389.507,3597.81
4670.644,4828.344,4799.173,4872.363,4793.284,4986.52,4639.245,4926.842,4555.726
4976.918,4941.592,4981.5,4969.332,4938.974,4731.813,4994.106,4831.526,4994.212
4591.465,4379.035,4425.753,4672.442,4511.164,3911.694,4729.053,4167.248,4683.907
3625.468,3379.658,3459.279,4145.038,3657.039,2838.437,4036.168,3129.641,3879.391
2508.463,2325.895,2436.567,3539.214,2685.411,1848.869,3095.347,2111.863,2836.737
1655.984,1528.634,1655.653,2988.815,1840.817,1138.694,2176.904,1341.334,1903.994
1115.373,996.8974,1088.62,2530.387,1235.215,695.2847,1464.987,893.8186,1223.872
769.9386,695.9604,725.8834,2198.273,827.6054,422.5582,969.2885,629.7781,786.6154
535.8393,513.069,499.9165,1901.261,566.2904,291.1822,667.2781,480.2922,554.1469
384.0475,410.6071,366.7746,1666.899,424.229,225.5455,486.2735,402.5851,395.8088
300.164,345.3638,301.2556,1478.211,339.2761,187.4076,391.0114,350.4214,289.7478
241.7327,294.9773,259.0331,1311.01,273.4496,163.2696,332.8927,311.8785,226.4733
198.7799,256.9832,227.1289,1163.195,217.8078,142.8205,288.6134,285.4398,182.9842
171.2165,224.9688,202.6973,1035.079,168.7348,127.6335,252.5301,267.4433,155.1862
148.2433,199.1498,179.1666,934.27,128.9794,116.7798,216.4599,257.8281,129.5562
129.0941,182.2741,159.936,845.9711,101.2483,108.3037,185.1517,255.8969,107.1648
114.1091,168.7671,145.4153,782.4787,80.98093,102.0419,160.9684,252.8065,85.89521
101.8441,157.8814,134.4005,738.614,66.77569,96.69315,144.7599,242.4366,67.51263
91.26861,148.6852,125.7857,696.9011,56.42137,90.70151,133.6266,225.3892,54.05399
81.80067,140.748,117.8338,663.378,49.94867,83.57786,125.123,205.0479,44.32603
74.04645,134.0911,110.8796,635.9232,44.18176,76.8482,118.374,185.3142,38.54573
65.97208,129.8118,103.9945,615.0043,39.84649,70.83884,113.4128,168.564,35.12346
59.03434,126.9317,96.50606,585.8234,35.94707,65.91908,108.2142,154.3367,33.21317
52.7254,123.8267,89.53257,566.4143,33.00763,63.38091,103.4915,142.8825,32.61966
47.47028,121.88,83.78217,548.432,30.08806,62.03611,99.29733,134.3656,32.05175
43.35893,120.2537,78.89202,530.6395,27.15209,60.62785,95.60811,127.1177,31.06647
39.85476,119.2025,74.5359,517.9936,24.63716,58.73145,92.72106,121.2019,29.66748
35.96445,119.5807,71.26752,506.9614,22.432,56.99828,90.93694,116.2178,27.68213
32.62893,120.7669,68.74227,499.0583,20.79064,55.28453,90.83794,111.2868,25.6531
29.37231,121.036,65.81116,483.4133,19.29459,53.79591,91.65703,105.8038,23.39849
26.34813,121.1762,63.124,472.1914,18.41779,52.56173,93.78113,100.6572,21.67395
24.13453,121.4568,60.81415,460.4798,17.62096,51.62652,95.71122,96.63352,20.17194
22.15486,121.1907,58.63753,444.132,16.77056,50.67651,97.26143,93.26978,19.16964
20.47754,121.394,57.03073,434.5343,16.11908,49.86871,98.00394,90.00765,18.87757
17.69532,122.4952,55.74913,425.398,15.17644,49.45081,100.1357,87.06658,18.9873
15.51246,123.3165,54.90475,418.4226,14.1789,49.52772,102.0339,83.04612,19.17132
14.07055,123.1762,53.96178,414.8912,12.83634,49.95011,105.3658,79.22762,19.24074
12.91267,123.0222,53.09733,414.5347,11.75354,50.45986,109.2575,74.33895,19.07161
12.21502,122.7935,51.95634,414.5697,10.66439,51.02254,114.4533,69.95486,18.47891
11.87627,122.6457,51.79509,32.71814,9.562562,51.99891,119.2178,66.75624,18.00362
10.56127,122.6852,51.74363,0,8.546761,53.20712,125.7405,64.18613,17.12643
8.405263,122.7298,51.65599,0,7.700981,54.34209,132.028,61.79134,15.99568
5.649126,123.4275,50.96911,0,7.085948,0,137.6686,59.93548,10.46496
3.687533,123.4652,50.32751,0,3.632345,0,144.0496,58.66816,0
2.23914,123.2738,49.40567,0,0,0,149.0786,57.76017,0
0.9498316,123.986,48.69841,0,0,0,153.3836,56.71032,0
0.4483296,124.2916,6.448606,0,0,0,156.8436,56.05517,0
0.1456131,123.992,0,0,0,0,159.1506,55.44141,0
0,123.9556,0,0,0,0,0,54.84009,0
0,125.3826,0,0,0,0,0,54.51464,0
0,126.4558,0,0,0,0,0,47.74948,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
